"conceptId","term","read2_code","read2_term","read2_chapter"
"901361000000101","Australia-modified Karnofsky Performance Status scale (assessment scale)","38QF.00","Australia-modified Karnofsky Performance Status scale","3 - Diagnostic procedures"
"901681000000103","Assessment of fitness for work (procedure)","38S..00","Assessment of fitness for work","3 - Diagnostic procedures"
"901741000000103","Palliative Care Outcomes Collaboration Assessment Toolkit (assessment scale)","38QH.00","Palliative Care Outcomes Collaboration Assessment Toolkit","3 - Diagnostic procedures"
"902131000000104","Resource Utilisation Groups - Activities of Daily Living scale (assessment scale)","38QJ.00","Resource Utilisation Groups - Activities of Daily Living scale","3 - Diagnostic procedures"
"902441000000104","Palliative Care Problem Severity Score (assessment scale)","38QK.00","Palliative Care Problem Severity Score","3 - Diagnostic procedures"
"902441000000104","Palliative Care Problem Severity Score (assessment scale)","38QK.11","PCPSS - Palliative Care Problem Severity Score","3 - Diagnostic procedures"
"903601000000107","Percentage of predicted forced vital capacity after bronchodilation (observable entity)","339h100","Percentage of predicted forced vital capacity after bronchodilation","3 - Diagnostic procedures"
"904311000000100","Bath Ankylosing Spondylitis Functional Index (assessment scale)","388p000","Bath Ankylosing Spondylitis Functional Index","3 - Diagnostic procedures"
"904511000000108","Bath Ankylosing Spondylitis Metrology Index (assessment scale)","38QL.00","Bath Ankylosing Spondylitis Metrology Index","3 - Diagnostic procedures"
"905271000000101","Childhood Asthma Control Test (assessment scale)","38QM.00","Childhood Asthma Control Test","3 - Diagnostic procedures"
"905611000000108","Assessment of risk of prisoner in-possession medication (procedure)","38B5.00","Assessment of risk of prisoner in-possession medication","3 - Diagnostic procedures"
"906791000000103","Strengths and Difficulties Questionnaire - emotional symptoms score (observable entity)","38G0000","Strengths and Difficulties Questionnaire - emotional symptoms score","3 - Diagnostic procedures"
"906831000000105","Strengths and Difficulties Questionnaire - conduct problems score (observable entity)","38G0100","Strengths and Difficulties Questionnaire - conduct problems score","3 - Diagnostic procedures"
"906851000000103","Strengths and Difficulties Questionnaire - hyperactivity score (observable entity)","38G0200","Strengths and Difficulties Questionnaire - hyperactivity score","3 - Diagnostic procedures"
"906871000000107","Strengths and Difficulties Questionnaire - peer problems score (observable entity)","38G0300","Strengths and Difficulties Questionnaire - peer problems score","3 - Diagnostic procedures"
"906891000000106","Strengths and Difficulties Questionnaire - prosocial score (observable entity)","38G0400","Strengths and Difficulties Questionnaire - prosocial score","3 - Diagnostic procedures"
"906911000000109","Strengths and Difficulties Questionnaire - total difficulties score (observable entity)","38G0500","Strengths and Difficulties Questionnaire - total difficulties score","3 - Diagnostic procedures"
"908081000000102","Eyberg Child Behaviour Inventory (assessment scale)","38QP.00","Eyberg Child Behaviour Inventory","3 - Diagnostic procedures"
"908141000000106","Rivermead Mobility Index (assessment scale)","38QQ.00","Rivermead Mobility Index","3 - Diagnostic procedures"
"908741000000107","University of Washington Quality of Life questionnaire version 4 (assessment scale)","38QS.00","University of Washington Quality of Life questionnaire version 4","3 - Diagnostic procedures"
"908811000000101","Wright and Ayre Stuttering Self-rating Profile (assessment scale)","38QT.00","Wright and Ayre Stuttering Self-rating Profile","3 - Diagnostic procedures"
"908991000000104","Parents Evaluation of Developmental Status: Developmental Milestones (assessment scale)","38QV.00","Parents Evaluation of Developmental Status: Developmental Milestones","3 - Diagnostic procedures"
"909401000000106","Diabetes Distress Scale 2 item (assessment scale)","38QW.00","Diabetes Distress Scale 2 item","3 - Diagnostic procedures"
"909441000000109","Diabetes Distress Scale 17 item (assessment scale)","38QX.00","Diabetes Distress Scale 17 item","3 - Diagnostic procedures"
"910191000000102","Goal Attainment Scaling (assessment scale)","38QZ.00","Goal Attainment Scaling","3 - Diagnostic procedures"
"910301000000106","National Obesity Observatory Standard Evaluation Framework for weight management interventions - participant satisfaction with intervention (assessment scale)","38Qb.00","National Obesity Observatory Standard Evaluation Framework for weight management interventions - participant satisfaction with intervention","3 - Diagnostic procedures"
"910401000000101","Symptom Assessment Scale (assessment scale)","38Qc.00","Symptom Assessment Scale","3 - Diagnostic procedures"
"912821000000107","Gold Standards Framework After Death Analysis Audit Tool (assessment scale)","38Qd.00","Gold Standards Framework After Death Analysis Audit Tool","3 - Diagnostic procedures"
"913011000000103","Sure Start Language Measure (assessment scale)","38Qe.00","Sure Start Language Measure","3 - Diagnostic procedures"
"913051000000104","Sure Start Language Measure, revised (assessment scale)","38Qe000","Sure Start Language Measure, revised","3 - Diagnostic procedures"
"913861000000108","Vision examination - no abnormality detected (finding)","312Q.00","Vision examination - no abnormality detected","3 - Diagnostic procedures"
"913881000000104","Health of the Nation Outcome Scale for Children and Adolescents section A score (observable entity)","38P0F00","HoNOSCA (Health of the Nation Outcome Scale for Children and Adolescents) section A score","3 - Diagnostic procedures"
"913901000000101","Health of the Nation Outcome Scale for Children and Adolescents section B score (observable entity)","38P0G00","HoNOSCA (Health of the Nation Outcome Scale for Children and Adolescents) section B score","3 - Diagnostic procedures"
"914011000000101","Transfers using rotunda transfer platform (finding)","398G.00","Transfers using rotunda transfer platform","3 - Diagnostic procedures"
"914031000000109","Uses orthotic shoes (finding)","39B8.00","Uses orthotic shoes","3 - Diagnostic procedures"
"914051000000102","Hearing examination - no abnormality detected (finding)","313Q.00","Hearing examination - no abnormality detected","3 - Diagnostic procedures"
"915011000000102","Schedule of Growing Skills II (assessment scale)","38Qf.00","Schedule of Growing Skills II","3 - Diagnostic procedures"
"915471000000103","Getting It Right For Every Child assessment (assessment scale)","38Qg.00","Getting It Right For Every Child assessment","3 - Diagnostic procedures"
"920491000000101","Able to transfer to vehicle independently (finding)","398H.00","Able to transfer to vehicle independently","3 - Diagnostic procedures"
"920621000000102","Able to transfer to vehicle with supervision (finding)","398J.00","Able to transfer to vehicle with supervision","3 - Diagnostic procedures"
"920641000000109","Able to transfer to vehicle with assistance (finding)","398K.00","Able to transfer to vehicle with assistance","3 - Diagnostic procedures"
"921631000000109","Glasgow Antipsychotic Side-effect Scale (assessment scale)","38Qh.00","Glasgow Antipsychotic Side-effect Scale","3 - Diagnostic procedures"
"921671000000106","Sure Start Language Measure word count score (observable entity)","38Qe100","Sure Start Language Measure word count score","3 - Diagnostic procedures"
"921741000000108","Site, ischaemia, neuropathy, bacterial infection and depth wound classification (assessment scale)","38Qi.00","SINBAD (site, ischaemia, neuropathy, bacterial infection and depth) wound classification","3 - Diagnostic procedures"
"922491000000102","QAdmissions risk of emergency hospital admission in next 24 months (observable entity)","38Gt200","QAdmissions risk of emergency hospital admission in next 24 months","3 - Diagnostic procedures"
"926791000000108","Support Needs System assessment (procedure)","389J.00","Support Needs System assessment","3 - Diagnostic procedures"
"927481000000102","Early Help Assessment (regime/therapy)","389M.00","Early Help Assessment","3 - Diagnostic procedures"
"927941000000103","Pre-assessment questionnaire completed (situation)","389K.00","Pre-assessment questionnaire completed","3 - Diagnostic procedures"
"928751000000101","Generic Risk Indicators (National Risk Framework to Support the Assessment of Children and Young People) (assessment scale)","38Qt.00","Generic Risk Indicators (National Risk Framework to Support the Assessment of Children and Young People)","3 - Diagnostic procedures"
"931051000000106","Graded Care Profile (assessment scale)","38Qu.00","Graded Care Profile","3 - Diagnostic procedures"
"931171000000103","Resistance Related Risk Indicators (National Risk Framework to Support the Assessment of Children and Young People) (assessment scale)","38Qw.00","Resistance Related Risk Indicators (National Risk Framework to Support the Assessment of Children and Young People)","3 - Diagnostic procedures"
"931231000000108","My World Triangle assessment tool (assessment scale)","38Qx.00","My World Triangle assessment tool","3 - Diagnostic procedures"
"932461000000105","Improving Access to Psychological Therapies programme Work and Social Adjustment Scale - work (assessment scale)","38D8000","Improving Access to Psychological Therapies programme Work and Social Adjustment Scale - work","3 - Diagnostic procedures"
"932481000000101","Improving Access to Psychological Therapies programme Work and Social Adjustment Scale - home management (assessment scale)","38D8100","Improving Access to Psychological Therapies programme Work and Social Adjustment Scale - home management","3 - Diagnostic procedures"
"932501000000105","Improving Access to Psychological Therapies programme Work and Social Adjustment Scale - social leisure activities (assessment scale)","38D8200","Improving Access to Psychological Therapies programme Work and Social Adjustment Scale - social leisure activities","3 - Diagnostic procedures"
"932521000000101","Improving Access to Psychological Therapies programme Work and Social Adjustment Scale - private leisure activities (assessment scale)","38D8300","Improving Access to Psychological Therapies programme Work and Social Adjustment Scale - private leisure activities","3 - Diagnostic procedures"
"932541000000108","Improving Access to Psychological Therapies programme Work and Social Adjustment Scale - relationships (assessment scale)","38D8400","Improving Access to Psychological Therapies programme Work and Social Adjustment Scale - relationships","3 - Diagnostic procedures"
"933161000000106","Malcomess Care Aims Model (assessment scale)","38V1.00","Malcomess Care Aims Model","3 - Diagnostic procedures"
"934571000000105","Pain assessment tool completed (finding)","389Q.00","Pain assessment tool completed","3 - Diagnostic procedures"
"936031000000106","Psychological wellbeing assessment (procedure)","389L000","Psychological wellbeing assessment","3 - Diagnostic procedures"
"936091000000107","QBleed risk calculator (assessment scale)","38V3.00","QBleed risk calculator","3 - Diagnostic procedures"
"936161000000100","QBleed 5 year risk of intracranial haemorrhage (observable entity)","38V3000","QBleed 5 year risk of intracranial haemorrhage","3 - Diagnostic procedures"
"936181000000109","QBleed 5 year risk of upper gastrointestinal haemorrhage (observable entity)","38V3100","QBleed 5 year risk upper gastrointestinal haemorrhage","3 - Diagnostic procedures"
"938761000000100","Enhanced Liver Fibrosis score (observable entity)","38V5.00","ELF (Enhanced Liver Fibrosis) score","3 - Diagnostic procedures"
"939291000000108","Paediatric Yorkhill Malnutrition Score (assessment scale)","38V7.00","PYMS - Paediatric Yorkhill Malnutrition Score","3 - Diagnostic procedures"
"939351000000108","Severity of Alopecia Tool (assessment scale)","38V8.00","Severity of Alopecia Tool","3 - Diagnostic procedures"
"941561000000101","Developmental Disabilities - Children's Global Assessment Scale self care score (observable entity)","38Gf000","DD-CGAS (Developmental Disabilities - Children's Global Assessment Scale) self care score","3 - Diagnostic procedures"
"941591000000107","Developmental Disabilities - Children's Global Assessment Scale communication score (observable entity)","38Gf100","DD-CGAS (Developmental Disabilities - Children's Global Assessment Scale) communication score","3 - Diagnostic procedures"
"941641000000103","Developmental Disabilities - Children's Global Assessment Scale social behaviour score (observable entity)","38Gf200","DD-CGAS (Developmental Disabilities - Children's Global Assessment Scale) social behaviour score","3 - Diagnostic procedures"
"945601000000103","Subgroups for Targeted Treatment Back Screening Tool high risk (finding)","38GA000","STarT (Subgroups for Targeted Treatment) Back Screening Tool high risk","3 - Diagnostic procedures"
"945621000000107","Subgroups for Targeted Treatment Back Screening Tool low risk (finding)","38GA100","STarT (Subgroups for Targeted Treatment) Back Screening Tool low risk","3 - Diagnostic procedures"
"945641000000100","Subgroups for Targeted Treatment Back Screening Tool medium risk (finding)","38GA200","STarT (Subgroups for Targeted Treatment) Back Screening Tool medium risk","3 - Diagnostic procedures"
"951681000000109","Dizziness Handicap Inventory (assessment scale)","38VD.00","Dizziness Handicap Inventory","3 - Diagnostic procedures"
"952581000000104","ChildSafe Trigger Tool (assessment scale)","38VE.00","ChildSafe Trigger Tool","3 - Diagnostic procedures"
"952611000000105","Ages and Stages Questionnaires Third Edition 2 month questionnaire - communication score (observable entity)","38WS.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 2 month questionnaire - communication score","3 - Diagnostic procedures"
"952621000000104","Ages and Stages Questionnaires Third Edition 2 month questionnaire - fine motor score (observable entity)","38WT.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 2 month questionnaire - fine motor score","3 - Diagnostic procedures"
"952631000000102","Ages and Stages Questionnaires Third Edition 2 month questionnaire - gross motor score (observable entity)","38WV.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 2 month questionnaire - gross motor score","3 - Diagnostic procedures"
"952641000000106","Ages and Stages Questionnaires Third Edition 2 month questionnaire - problem solving score (observable entity)","38WX.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 2 month questionnaire - problem solving score","3 - Diagnostic procedures"
"952651000000109","Ages and Stages Questionnaires Third Edition 2 month questionnaire - personal-social score (observable entity)","38WW.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 2 month questionnaire - personal-social score","3 - Diagnostic procedures"
"952661000000107","Ages and Stages Questionnaires Third Edition 4 month questionnaire - communication score (observable entity)","38W0700","ASQ-3 (Ages and Stages Questionnaires Third Edition) 4 month questionnaire - communication score","3 - Diagnostic procedures"
"952671000000100","Ages and Stages Questionnaires Third Edition 4 month questionnaire - fine motor score (observable entity)","38W0800","ASQ-3 (Ages and Stages Questionnaires Third Edition) 4 month questionnaire - fine motor score","3 - Diagnostic procedures"
"952681000000103","Ages and Stages Questionnaires Third Edition 4 month questionnaire - gross motor score (observable entity)","38W0900","ASQ-3 (Ages and Stages Questionnaires Third Edition) 4 month questionnaire - gross motor score","3 - Diagnostic procedures"
"952691000000101","Ages and Stages Questionnaires Third Edition 4 month questionnaire - problem solving score (observable entity)","38W0B00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 4 month questionnaire - problem solving score","3 - Diagnostic procedures"
"952701000000101","Ages and Stages Questionnaires Third Edition 4 month questionnaire - personal-social score (observable entity)","38W0A00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 4 month questionnaire - personal-social score","3 - Diagnostic procedures"
"952711000000104","Ages and Stages Questionnaires Third Edition 6 month questionnaire - communication score (observable entity)","38W0T00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 6 month questionnaire - communication score","3 - Diagnostic procedures"
"952721000000105","Ages and Stages Questionnaires Third Edition 6 month questionnaire - fine motor score (observable entity)","38W0V00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 6 month questionnaire - fine motor score","3 - Diagnostic procedures"
"952731000000107","Ages and Stages Questionnaires Third Edition 6 month questionnaire - gross motor score (observable entity)","38W0W00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 6 month questionnaire - gross motor score","3 - Diagnostic procedures"
"952741000000103","Ages and Stages Questionnaires Third Edition 6 month questionnaire - problem solving score (observable entity)","38W0Y00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 6 month questionnaire - problem solving score","3 - Diagnostic procedures"
"952751000000100","Ages and Stages Questionnaires Third Edition 6 month questionnaire - personal-social score (observable entity)","38W0X00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 6 month questionnaire - personal-social score","3 - Diagnostic procedures"
"952761000000102","Ages and Stages Questionnaires Third Edition 8 month questionnaire - communication score (observable entity)","38W0e00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 8 month questionnaire - communication score","3 - Diagnostic procedures"
"952771000000109","Ages and Stages Questionnaires Third Edition 8 month questionnaire - fine motor score (observable entity)","38W0f00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 8 month questionnaire - fine motor score","3 - Diagnostic procedures"
"952781000000106","Ages and Stages Questionnaires Third Edition 8 month questionnaire - gross motor score (observable entity)","38W0g00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 8 month questionnaire - gross motor score","3 - Diagnostic procedures"
"952791000000108","Ages and Stages Questionnaires Third Edition 8 month questionnaire - problem solving score (observable entity)","38W0i00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 8 month questionnaire - problem solving score","3 - Diagnostic procedures"
"952801000000107","Ages and Stages Questionnaires Third Edition 8 month questionnaire - personal-social score (observable entity)","38W0h00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 8 month questionnaire - personal-social score","3 - Diagnostic procedures"
"952811000000109","Ages and Stages Questionnaires Third Edition 9 month questionnaire - communication score (observable entity)","38W0j00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 9 month questionnaire - communication score","3 - Diagnostic procedures"
"952821000000103","Ages and Stages Questionnaires Third Edition 9 month questionnaire - fine motor score (observable entity)","38W0k00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 9 month questionnaire - fine motor score","3 - Diagnostic procedures"
"952831000000101","Ages and Stages Questionnaires Third Edition 9 month questionnaire - gross motor score (observable entity)","38W0l00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 9 month questionnaire - gross motor score","3 - Diagnostic procedures"
"952841000000105","Ages and Stages Questionnaires Third Edition 9 month questionnaire - problem solving score (observable entity)","38W0n00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 9 month questionnaire - problem solving score","3 - Diagnostic procedures"
"952851000000108","Ages and Stages Questionnaires Third Edition 9 month questionnaire - personal-social score (observable entity)","38W0m00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 9 month questionnaire - personal-social score","3 - Diagnostic procedures"
"952861000000106","Ages and Stages Questionnaires Third Edition 10 month questionnaire - communication score (observable entity)","38W1.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 10 month questionnaire - communication score","3 - Diagnostic procedures"
"952871000000104","Ages and Stages Questionnaires Third Edition 10 month questionnaire - fine motor score (observable entity)","38W2.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 10 month questionnaire - fine motor score","3 - Diagnostic procedures"
"952881000000102","Ages and Stages Questionnaires Third Edition 10 month questionnaire - gross motor score (observable entity)","38W3.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 10 month questionnaire - gross motor score","3 - Diagnostic procedures"
"952891000000100","Ages and Stages Questionnaires Third Edition 10 month questionnaire - problem solving score (observable entity)","38W5.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 10 month questionnaire - problem solving score","3 - Diagnostic procedures"
"952901000000104","Ages and Stages Questionnaires Third Edition 10 month questionnaire - personal-social score (observable entity)","38W4.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 10 month questionnaire - personal-social score","3 - Diagnostic procedures"
"952911000000102","Ages and Stages Questionnaires Third Edition 12 month questionnaire - communication score (observable entity)","38W6.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 12 month questionnaire - communication score","3 - Diagnostic procedures"
"952921000000108","Ages and Stages Questionnaires Third Edition 12 month questionnaire - fine motor score (observable entity)","38W7.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 12 month questionnaire - fine motor score","3 - Diagnostic procedures"
"952931000000105","Ages and Stages Questionnaires Third Edition 12 month questionnaire - gross motor score (observable entity)","38W8.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 12 month questionnaire - gross motor score","3 - Diagnostic procedures"
"952941000000101","Ages and Stages Questionnaires Third Edition 12 month questionnaire - problem solving score (observable entity)","38WA.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 12 month questionnaire - problem solving score","3 - Diagnostic procedures"
"952951000000103","Ages and Stages Questionnaires Third Edition 12 month questionnaire - personal-social score (observable entity)","38W9.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 12 month questionnaire - personal-social score","3 - Diagnostic procedures"
"952961000000100","Ages and Stages Questionnaires Third Edition 14 month questionnaire - communication score (observable entity)","38WB.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 14 month questionnaire - communication score","3 - Diagnostic procedures"
"952971000000107","Ages and Stages Questionnaires Third Edition 14 month questionnaire - fine motor score (observable entity)","38WC.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 14 month questionnaire - fine motor score","3 - Diagnostic procedures"
"952981000000109","Ages and Stages Questionnaires Third Edition 14 month questionnaire - gross motor score (observable entity)","38WD.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 14 month questionnaire - gross motor score","3 - Diagnostic procedures"
"952991000000106","Ages and Stages Questionnaires Third Edition 14 month questionnaire - problem solving score (observable entity)","38WF.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 14 month questionnaire - problem solving score","3 - Diagnostic procedures"
"953001000000105","Ages and Stages Questionnaires Third Edition 14 month questionnaire - personal-social score (observable entity)","38WE.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 14 month questionnaire - personal-social score","3 - Diagnostic procedures"
"953011000000107","Ages and Stages Questionnaires Third Edition 16 month questionnaire - communication score (observable entity)","38WG.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 16 month questionnaire - communication score","3 - Diagnostic procedures"
"953021000000101","Ages and Stages Questionnaires Third Edition 16 month questionnaire - fine motor score (observable entity)","38WH.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 16 month questionnaire - fine motor score","3 - Diagnostic procedures"
"953031000000104","Ages and Stages Questionnaires Third Edition 16 month questionnaire - gross motor score (observable entity)","38WJ.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 16 month questionnaire - gross motor score","3 - Diagnostic procedures"
"953041000000108","Ages and Stages Questionnaires Third Edition 16 month questionnaire - problem solving score (observable entity)","38WL.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 16 month questionnaire - problem solving score","3 - Diagnostic procedures"
"953051000000106","Ages and Stages Questionnaires Third Edition 16 month questionnaire - personal-social score (observable entity)","38WK.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 16 month questionnaire - personal-social score","3 - Diagnostic procedures"
"953061000000109","Ages and Stages Questionnaires Third Edition 18 month questionnaire - communication score (observable entity)","38WM.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 18 month questionnaire - communication score","3 - Diagnostic procedures"
"953071000000102","Ages and Stages Questionnaires Third Edition 18 month questionnaire - fine motor score (observable entity)","38WN.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 18 month questionnaire - fine motor score","3 - Diagnostic procedures"
"953081000000100","Ages and Stages Questionnaires Third Edition 18 month questionnaire - gross motor score (observable entity)","38WP.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 18 month questionnaire - gross motor score","3 - Diagnostic procedures"
"953091000000103","Ages and Stages Questionnaires Third Edition 18 month questionnaire - problem solving score (observable entity)","38WR.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 18 month questionnaire - problem solving score","3 - Diagnostic procedures"
"953101000000106","Ages and Stages Questionnaires Third Edition 18 month questionnaire - personal-social score (observable entity)","38WQ.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 18 month questionnaire - personal-social score","3 - Diagnostic procedures"
"953111000000108","Ages and Stages Questionnaires Third Edition 20 month questionnaire - communication score (observable entity)","38WY.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 20 month questionnaire - communication score","3 - Diagnostic procedures"
"953121000000102","Ages and Stages Questionnaires Third Edition 20 month questionnaire - fine motor score (observable entity)","38WZ.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 20 month questionnaire - fine motor score","3 - Diagnostic procedures"
"953131000000100","Ages and Stages Questionnaires Third Edition 20 month questionnaire - gross motor score (observable entity)","38Wa.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 20 month questionnaire - gross motor score","3 - Diagnostic procedures"
"953141000000109","Ages and Stages Questionnaires Third Edition 20 month questionnaire - problem solving score (observable entity)","38Wc.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 20 month questionnaire - problem solving score","3 - Diagnostic procedures"
"953151000000107","Ages and Stages Questionnaires Third Edition 20 month questionnaire - personal-social score (observable entity)","38Wb.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 20 month questionnaire - personal-social score","3 - Diagnostic procedures"
"953161000000105","Ages and Stages Questionnaires Third Edition 22 month questionnaire - communication score (observable entity)","38Wd.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 22 month questionnaire - communication score","3 - Diagnostic procedures"
"953171000000103","Ages and Stages Questionnaires Third Edition 22 month questionnaire - fine motor score (observable entity)","38We.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 22 month questionnaire - fine motor score","3 - Diagnostic procedures"
"953181000000101","Ages and Stages Questionnaires Third Edition 22 month questionnaire - gross motor score (observable entity)","38Wf.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 22 month questionnaire - gross motor score","3 - Diagnostic procedures"
"953191000000104","Ages and Stages Questionnaires Third Edition 22 month questionnaire - problem solving score (observable entity)","38Wh.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 22 month questionnaire - problem solving score","3 - Diagnostic procedures"
"953201000000102","Ages and Stages Questionnaires Third Edition 22 month questionnaire - personal-social score (observable entity)","38Wg.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 22 month questionnaire - personal-social score","3 - Diagnostic procedures"
"953211000000100","Ages and Stages Questionnaires Third Edition 24 month questionnaire - communication score (observable entity)","38Wi.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 24 month questionnaire - communication score","3 - Diagnostic procedures"
"953221000000106","Ages and Stages Questionnaires Third Edition 24 month questionnaire - fine motor score (observable entity)","38Wj.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 24 month questionnaire - fine motor score","3 - Diagnostic procedures"
"953231000000108","Ages and Stages Questionnaires Third Edition 24 month questionnaire - gross motor score (observable entity)","38Wk.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 24 month questionnaire - gross motor score","3 - Diagnostic procedures"
"953241000000104","Ages and Stages Questionnaires Third Edition 24 month questionnaire - problem solving score (observable entity)","38Wm.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 24 month questionnaire - problem solving score","3 - Diagnostic procedures"
"953251000000101","Ages and Stages Questionnaires Third Edition 24 month questionnaire - personal-social score (observable entity)","38Wl.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 24 month questionnaire - personal-social score","3 - Diagnostic procedures"
"953261000000103","Ages and Stages Questionnaires Third Edition 27 month questionnaire - communication score (observable entity)","38Wn.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 27 month questionnaire - communication score","3 - Diagnostic procedures"
"953271000000105","Ages and Stages Questionnaires Third Edition 27 month questionnaire - fine motor score (observable entity)","38Wo.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 27 month questionnaire - fine motor score","3 - Diagnostic procedures"
"953281000000107","Ages and Stages Questionnaires Third Edition 27 month questionnaire - gross motor score (observable entity)","38Wp.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 27 month questionnaire - gross motor score","3 - Diagnostic procedures"
"953291000000109","Ages and Stages Questionnaires Third Edition 27 month questionnaire - problem solving score (observable entity)","38Wr.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 27 month questionnaire - problem solving score","3 - Diagnostic procedures"
"953301000000108","Ages and Stages Questionnaires Third Edition 27 month questionnaire - personal-social score (observable entity)","38Wq.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 27 month questionnaire - personal-social score","3 - Diagnostic procedures"
"953311000000105","Ages and Stages Questionnaires Third Edition 30 month questionnaire - communication score (observable entity)","38Ws.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 30 month questionnaire - communication score","3 - Diagnostic procedures"
"953321000000104","Ages and Stages Questionnaires Third Edition 30 month questionnaire - fine motor score (observable entity)","38Wt.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 30 month questionnaire - fine motor score","3 - Diagnostic procedures"
"953331000000102","Ages and Stages Questionnaires Third Edition 30 month questionnaire - gross motor score (observable entity)","38Wu.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 30 month questionnaire - gross motor score","3 - Diagnostic procedures"
"953341000000106","Ages and Stages Questionnaires Third Edition 30 month questionnaire - problem solving score (observable entity)","38Ww.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 30 month questionnaire - problem solving score","3 - Diagnostic procedures"
"953351000000109","Ages and Stages Questionnaires Third Edition 30 month questionnaire - personal-social score (observable entity)","38Wv.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 30 month questionnaire - personal-social score","3 - Diagnostic procedures"
"953361000000107","Ages and Stages Questionnaires Third Edition 33 month questionnaire - communication score (observable entity)","38Wx.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 33 month questionnaire - communication score","3 - Diagnostic procedures"
"953371000000100","Ages and Stages Questionnaires Third Edition 33 month questionnaire - fine motor score (observable entity)","38Wy.00","ASQ-3 (Ages and Stages Questionnaires Third Edition) 33 month questionnaire - fine motor score","3 - Diagnostic procedures"
