"conceptId","term","read2_code","read2_term","read2_chapter"
"106264008","Mechanical engineer (occupation)","059Z.00","Mechanical engineer NOS","0 - Occupations"
"106264008","Mechanical engineer (occupation)","059..00","Mechanical engineers","0 - Occupations"
"106265009","Chemical engineer (occupation)","05CZ.00","Chemical engineer NOS","0 - Occupations"
"106265009","Chemical engineer (occupation)","05C..00","Chemical engineers","0 - Occupations"
"106266005","Metallurgist (occupation)","05F2.00","Metallurgist","0 - Occupations"
"106267001","Mining engineer (occupation)","058..12","Mining engineers","0 - Occupations"
"106269003","Engineer (occupation)","05...11","Engineers - professional","0 - Occupations"
"106269003","Engineer (occupation)","05E..00","General/other engineers","0 - Occupations"
"106270002","Surveyor (occupation)","05KZ.00","Surveyor NOS","0 - Occupations"
"106270002","Surveyor (occupation)","05K..00","Surveyors","0 - Occupations"
"106271003","Draftsman (occupation)","05L..00","Draughtsmen","0 - Occupations"
"106271003","Draftsman (occupation)","05LZ.00","Draughtsman NOS","0 - Occupations"
"106272005","Civil engineering technician (occupation)","05N4.00","Civil engineering technician","0 - Occupations"
"106274006","Mechanical engineering technician (occupation)","05O1.00","Mech.eng.tech.assistant","0 - Occupations"
"106278009","Engineering technician (occupation)","05O..11","Engineering technicians","0 - Occupations"
"106289002","Dentist (occupation)","03E..00","Dental practitioners","0 - Occupations"
"106289002","Dentist (occupation)","03E..11","Dentists","0 - Occupations"
"106289002","Dentist (occupation)","03EZ.00","Dental practitioner NOS","0 - Occupations"
"106290006","Veterinarian (occupation)","03L1.00","Veterinarian","0 - Occupations"
"106290006","Veterinarian (occupation)","03L..11","Vetinarians","0 - Occupations"
"106290006","Veterinarian (occupation)","03L..12","Vets","0 - Occupations"
"106292003","Professional nurse (occupation)","03F..12","Nurses","0 - Occupations"
"106298004","Statistician (occupation)","02A2.00","Statistician","0 - Occupations"
"106301000","Economist (occupation)","02A1.00","Economist","0 - Occupations"
"106302007","Accountant (occupation)","024..00","Accountants","0 - Occupations"
"106302007","Accountant (occupation)","0242.00","Accountant","0 - Occupations"
"106302007","Accountant (occupation)","024Z.00","Accountant NOS","0 - Occupations"
"106304008","Teacher (occupation)","03...14","Teachers","0 - Occupations"
"106304008","Teacher (occupation)","038Z.00","Other teacher NOS","0 - Occupations"
"106306005","Secondary education teacher (occupation)","034..00","Secondary teachers","0 - Occupations"
"106306005","Secondary education teacher (occupation)","034Z.00","Secondary teacher NOS","0 - Occupations"
"106307001","Primary education teacher (occupation)","035Z.00","Primary teacher NOS","0 - Occupations"
"106307001","Primary education teacher (occupation)","035..00","Primary teachers","0 - Occupations"
"106308006","Pre-primary education teacher (occupation)","036Z.00","Pre-primary teacher NOS","0 - Occupations"
"106308006","Pre-primary education teacher (occupation)","0362.00","Pre-primary teacher","0 - Occupations"
"106308006","Pre-primary education teacher (occupation)","036..00","Pre-primary teachers","0 - Occupations"
"106309003","Special education teacher (occupation)","038Z.14","Teacher - special ed.","0 - Occupations"
"106312000","Author, journalist/related writer (occupation)","041..00","Authors/writers/journalists","0 - Occupations"
"106312000","Author, journalist/related writer (occupation)","041Z.00","Author/writer/journalist NOS","0 - Occupations"
"106312000","Author, journalist/related writer (occupation)","041..13","Literary occupations","0 - Occupations"
"106317006","Photographer/cameraman (occupation)","047..00","Photographers/cameramen","0 - Occupations"
"106317006","Photographer/cameraman (occupation)","047Z.00","Photographer/cameraman NOS","0 - Occupations"
"106328005","Social worker (occupation)","03AQ.00","Social worker","0 - Occupations"
"106333009","Manager (occupation)","06Z3.00","Manager - unspecified","0 - Occupations"
"106333009","Manager (occupation)","06ZZ.00","Other manager NOS","0 - Occupations"
"106336001","Clerical supervisor (occupation)","071Z.00","Supervisor: clerks NOS","0 - Occupations"
"106336001","Clerical supervisor (occupation)","071..00","Supervisors of clerks","0 - Occupations"
"106347008","Mail distribution clerk (occupation)","07H..00","Mail/message distributors","0 - Occupations"
"106347008","Mail distribution clerk (occupation)","07HZ.00","Mail/message distributor NOS","0 - Occupations"
"106349006","Stock clerk (occupation)","0753.00","Stock control clerk","0 - Occupations"
"106358004","Sales supervisor (occupation)","081..00","Sales supervisors","0 - Occupations"
"106358004","Sales supervisor (occupation)","0811.00","Sales supervisor","0 - Occupations"
"106358004","Sales supervisor (occupation)","081Z.00","Sales supervisor NOS","0 - Occupations"
"106373003","Cook (occupation)","0A23.00","Cook","0 - Occupations"
"106373003","Cook (occupation)","0A2Z.00","Cook NOS","0 - Occupations"
"106373003","Cook (occupation)","0A2..12","Cooks","0 - Occupations"
"106377002","Building caretaker (occupation)","0AD..00","Caretakers","0 - Occupations"
"106377002","Building caretaker (occupation)","0ADZ.00","Caretaker NOS","0 - Occupations"
"106382009","Fire fighter (occupation)","0941.00","Fireman","0 - Occupations"
"106388008","Farmer (occupation)","0B2Z.11","Farmer, unspecified","0 - Occupations"
"106395004","Poultry farm worker (occupation)","0B3D.00","Poultryman","0 - Occupations"
"106396003","Nursery worker/gardener (occupation)","0B42.00","Horticulture nursery worker","0 - Occupations"
"106400003","Fisherman (occupation)","0B9..11","Fisherman","0 - Occupations"
"106400003","Fisherman (occupation)","0B9Z.00","Fisherman NOS","0 - Occupations"
"106400003","Fisherman (occupation)","0B9..00","Fishermen","0 - Occupations"
"106407000","Metal processer (occupation)","0E1..00","Metal processors/treaters","0 - Occupations"
"106407000","Metal processer (occupation)","0E1Z.00","Metal processor/treater NOS","0 - Occupations"
"106432003","Knitter (occupation)","0C28.00","Knitter","0 - Occupations"
"106460001","Leather goods maker (occupation)","0D66.00","Leather goods maker","0 - Occupations"
"106462009","Woodworking machine operator (occupation)","0D78.00","Woodcutting machine operator","0 - Occupations"
"106467003","Machine tool setter operator (occupation)","0E23.00","Machine tool setter operator","0 - Occupations"
"106473002","Motor vehicle mechanic (occupation)","0E45.00","Motor vehicle mechanic","0 - Occupations"
"106474008","Aircraft engine mechanic (occupation)","0E46.12","Aero-engine mechanic","0 - Occupations"
"106476005","Electrical fitter (occupation)","0E6..11","Installers - electrical","0 - Occupations"
"106480000","Electrical wireman (occupation)","0E68.11","Linesman - electric","0 - Occupations"
"106489004","Sheet metal worker (occupation)","0E7..14","Sheet metal worker","0 - Occupations"
"106489004","Sheet metal worker (occupation)","0E76.00","Sheet metal worker","0 - Occupations"
"106498001","Rubber/plastics product maker (occupation)","0D8Z.00","Rubber/plastic worker NOS","0 - Occupations"
"106498001","Rubber/plastics product maker (occupation)","0D8..00","Rubber/plastic workers","0 - Occupations"
"106510009","Painter (occupation)","0F1..12","Painters","0 - Occupations"
"106519005","Roofer (occupation)","0H1A.11","Roofer","0 - Occupations"
"106521000","Plasterer (occupation)","0H17.00","Plasterer","0 - Occupations"
"106523002","Glazier (occupation)","0H1B.00","Glazier","0 - Occupations"
"106524008","Construction worker (occupation)","0H1..12","Construction worker","0 - Occupations"
"106524008","Construction worker (occupation)","0H1Z.00","Construction worker NOS","0 - Occupations"
"106524008","Construction worker (occupation)","0H1..00","Construction workers","0 - Occupations"
"106530008","Crane/hoist operator (occupation)","0I43.00","Crane driver/operator","0 - Occupations"
"106538001","Motor vehicle driver (occupation)","0I37.11","Car driver","0 - Occupations"
"106538001","Motor vehicle driver (occupation)","0I37.00","Motor car driver","0 - Occupations"
"106540006","Laborer (occupation)","0Z32.00","Light labourer NOS","0 - Occupations"
"106540006","Laborer (occupation)","0Z31.11","Light labourer NOS","0 - Occupations"
"106540006","Laborer (occupation)","0Z3..00","Other labourers/general hands","0 - Occupations"
"106540006","Laborer (occupation)","0Z3Z.00","Other labourer NOS","0 - Occupations"
"106540006","Laborer (occupation)","0Z3..11","Labourer NOS","0 - Occupations"
"106540006","Laborer (occupation)","0Z31.00","Heavy labourer NOS","0 - Occupations"
"112243004","Geological scientist (occupation)","054Z.00","Geological scientist NOS","0 - Occupations"
"112243004","Geological scientist (occupation)","054..11","Geological scientist","0 - Occupations"
"112243004","Geological scientist (occupation)","054..00","Geological scientists","0 - Occupations"
"112253003","Verger (occupation)","0AD2.00","Church caretaker","0 - Occupations"
"112271005","Building maintenance man (occupation)","0H1K.00","Handyman","0 - Occupations"
"125676002","Person (person)","0Z6..00","Other person","0 - Occupations"
"158744001","National government top manager (occupation)","011..00","National gov't. top managers","0 - Occupations"
"158744001","National government top manager (occupation)","011Z.00","Nat. gov't. general admin. NOS","0 - Occupations"
"158745000","Minister of the crown (occupation)","0111.00","Minister of the crown","0 - Occupations"
"158745000","Minister of the crown (occupation)","0111.11","Minister - government","0 - Occupations"
"158746004","Member of parliament (occupation)","0112.00","Member of parliament","0 - Occupations"
"158747008","Senior civil servant (occupation)","0113.00","Senior civil servant","0 - Occupations"
"158749006","Local government top manager (occupation)","012..00","Local gov't.- top managers","0 - Occupations"
"158749006","Local government top manager (occupation)","012Z.00","Local gov't.- top manager NOS","0 - Occupations"
"158750006","Local government chief executive (occupation)","0121.00","Local gov't.- chief executive","0 - Occupations"
"158753008","Chairman of company board (occupation)","0131.00","Chairman of company board","0 - Occupations"
"158754002","Managing director (occupation)","0132.00","Managing director","0 - Occupations"
"158755001","Company director (occupation)","0133.00","Company director","0 - Occupations"
"158758004","Management support professions (occupation)","02...00","Management support professions","0 - Occupations"
"158758004","Management support professions (occupation)","02Z..00","Management support NOS","0 - Occupations"
"158758004","Management support professions (occupation)","02ZZ.00","Other management support NOS","0 - Occupations"
"158760002","Officer of the court (occupation)","0212.11","Court officer","0 - Occupations"
"158760002","Officer of the court (occupation)","0212.00","Officer of the court","0 - Occupations"
"158762005","Solicitor (occupation)","0214.00","Solicitor","0 - Occupations"
"158763000","Parliamentary counsel (occupation)","0215.00","Parliamentary counsel","0 - Occupations"
"158764006","Parliamentary agent (occupation)","0216.00","Parliamentary agent","0 - Occupations"
"158765007","Barrister's clerk (occupation)","0217.00","Barrister's clerk","0 - Occupations"
"158766008","Solicitor's managing clerk (occupation)","0218.00","Solicitor's managing clerk","0 - Occupations"
"158771001","Adjudicator N.I. regulations (occupation)","0222.00","Adjudicator N.I. regulations","0 - Occupations"
"158772008","Appeals tribunal chairman (occupation)","0223.00","Appeals tribunal chairman","0 - Occupations"
"158773003","Appeals tribunal member (occupation)","0224.00","Appeals tribunal member","0 - Occupations"
"158773003","Appeals tribunal member (occupation)","022..12","Appeals tribunal member","0 - Occupations"
"158774009","Inquiry commission chairman (occupation)","0225.00","Inquiry commission chairman","0 - Occupations"
"158775005","Inquiry commission member (occupation)","0226.00","Inquiry commission member","0 - Occupations"
"158775005","Inquiry commission member (occupation)","022..13","Commission - inq.- member","0 - Occupations"
"158778007","Company secretary (occupation)","023..00","Company secretaries","0 - Occupations"
"158778007","Company secretary (occupation)","0231.00","Company secretary","0 - Occupations"
"158778007","Company secretary (occupation)","023Z.00","Company secretary NOS","0 - Occupations"
"158779004","Town clerk (occupation)","0232.00","Town clerk","0 - Occupations"
"158780001","General secretary -trade union (occupation)","0233.00","General secretary -trade union","0 - Occupations"
"158781002","Secretary - trade association (occupation)","0234.00","Secretary - trade association","0 - Occupations"
"158782009","Secretary - professional body (occupation)","0235.00","Secretary - professional body","0 - Occupations"
"158783004","Secretary-charity organization (occupation)","0236.00","Secretary-charity organisation","0 - Occupations"
"158784005","Company registrar (occupation)","0237.00","Company registrar","0 - Occupations"
"158785006","Stocks/bonds registrar (occupation)","0238.00","Stocks and bonds registrar","0 - Occupations"
