"","code","description","tag"
"41520",920581000000102,"Born in Åland Islands (finding)","finding"
"41521",920601000000106,"Born in Réunion (finding)","finding"
"41522",920621000000102,"Able to transfer to vehicle with supervision (finding)","finding"
"41523",920641000000109,"Able to transfer to vehicle with assistance (finding)","finding"
"41524",920741000000101,"Did not attend nurse appointment (finding)","finding"
"41525",920761000000100,"Born in Macao (finding)","finding"
"41526",920781000000109,"Born in Western Sahara (finding)","finding"
"41527",920801000000105,"Born in New Caledonia (finding)","finding"
"41528",920841000000108,"Child body mass index 51st-74th centile (finding)","finding"
"41529",920911000000100,"Appropriate use of accident and emergency service (finding)","finding"
"41530",920931000000108,"Child body mass index on 75th centile (finding)","finding"
"41531",920951000000101,"Child body mass index 76th-90th centile (finding)","finding"
"41532",920971000000105,"Child body mass index on 91st centile (finding)","finding"
"41533",920991000000109,"Child body mass index 92nd-97th centile (finding)","finding"
"41534",921011000000105,"Child body mass index on 98th centile (finding)","finding"
"41535",921031000000102,"Child body mass index 98.1st-99.6th centile (finding)","finding"
"41536",921051000000109,"Child body mass index greater than 99.6th centile (finding)","finding"
"41537",921071000000100,"Appropriate use of walk-in centre (finding)","finding"
"41538",921241000000102,"Patient run out of prescribed medication (finding)","finding"
"41539",921261000000101,"Shoulder joint painful on external rotation (finding)","finding"
"41540",921281000000105,"Normal passive range of shoulder movement (finding)","finding"
"41541",921321000000102,"Seen by community falls team (finding)","finding"
"41542",921341000000109,"Bowel scope (flexible sigmoidoscopy) screen: incidental findings (finding)","finding"
"41543",921441000000103,"Hospital alcohol liaison team report received (finding)","finding"
"41544",921491000000108,"Medical report fee paid (finding)","finding"
"41545",921611000000101,"Intrapartum stillbirth (finding)","finding"
"41546",921701000000105,"Parent held personal child health record checked (finding)","finding"
"41547",921721000000101,"Blood glucose self-monitoring record checked (finding)","finding"
"41548",921841000000101,"One of quadruplets (finding)","finding"
"41549",921861000000100,"One of quintuplets (finding)","finding"
"41550",921881000000109,"One of sextuplets (finding)","finding"
"41551",921901000000107,"One of septuplets (finding)","finding"
"41552",922141000000103,"Consent given to receive test results by telephone (finding)","finding"
"41553",922321000000108,"Discussion about advance care planning not appropriate at this time (finding)","finding"
"41554",922411000000106,"Seen in sexual health clinic (finding)","finding"
"41555",922431000000103,"Glutamate dehydrogenase antigen positive and Clostridium difficile toxin negative (finding)","finding"
"41556",922551000000109,"Subject of court care proceedings under Children Act 1989 (finding)","finding"
"41557",922781000000105,"Wishes to participate in remote care monitoring (finding)","finding"
"41558",923041000000107,"Touch sensation of right dermatome of third lumbar nerve exaggerated (finding)","finding"
"41559",923051000000105,"Touch sensation of left dermatome of third lumbar nerve exaggerated (finding)","finding"
"41560",923061000000108,"Pin prick sensation of right dermatome of first sacral nerve exaggerated (finding)","finding"
"41561",923071000000101,"Pin prick sensation of left dermatome of first sacral nerve exaggerated (finding)","finding"
"41562",923081000000104,"Pin prick sensation of left dermatome of first sacral nerve absent (finding)","finding"
"41563",923091000000102,"Pin prick sensation of right dermatome of first sacral nerve absent (finding)","finding"
"41564",923101000000105,"Pin prick sensation of right dermatome of first sacral nerve reduced (finding)","finding"
"41565",923111000000107,"Pin prick sensation of left dermatome of first sacral nerve reduced (finding)","finding"
"41566",923121000000101,"Pin prick sensation of right dermatome of first sacral nerve normal (finding)","finding"
"41567",923131000000104,"Pin prick sensation of left dermatome of first sacral nerve normal (finding)","finding"
"41568",923141000000108,"Pin prick sensation of left dermatome of second sacral nerve normal (finding)","finding"
"41569",923151000000106,"Pin prick sensation of right dermatome of second sacral nerve normal (finding)","finding"
"41570",923161000000109,"Pin prick sensation of left dermatome of second sacral nerve reduced (finding)","finding"
"41571",923171000000102,"Pin prick sensation of right dermatome of second sacral nerve reduced (finding)","finding"
"41572",923181000000100,"Pin prick sensation of left dermatome of second sacral nerve absent (finding)","finding"
"41573",923191000000103,"Pin prick sensation of right dermatome of second sacral nerve absent (finding)","finding"
"41574",923201000000101,"Pin prick sensation of left dermatome of second sacral nerve exaggerated (finding)","finding"
"41575",923211000000104,"Pin prick sensation of right dermatome of second sacral nerve exaggerated (finding)","finding"
"41576",923221000000105,"Touch sensation of right dermatome of third lumbar nerve reduced (finding)","finding"
"41577",923231000000107,"Touch sensation of left dermatome of third lumbar nerve reduced (finding)","finding"
"41578",923241000000103,"Touch sensation of right dermatome of third lumbar nerve normal (finding)","finding"
"41579",923251000000100,"Touch sensation of left dermatome of third lumbar nerve normal (finding)","finding"
"41580",923261000000102,"Touch sensation of left dermatome of third lumbar nerve absent (finding)","finding"
"41581",923271000000109,"Touch sensation of right dermatome of third lumbar nerve absent (finding)","finding"
"41582",923281000000106,"Pin prick sensation of right dermatome of second lumbar nerve exaggerated (finding)","finding"
"41583",923291000000108,"Pin prick sensation of left dermatome of second lumbar nerve exaggerated (finding)","finding"
"41584",923301000000107,"Pin prick sensation of left dermatome of second lumbar nerve absent (finding)","finding"
"41585",923311000000109,"Pin prick sensation of right dermatome of second lumbar nerve absent (finding)","finding"
"41586",923321000000103,"Pin prick sensation of left dermatome of second lumbar nerve reduced (finding)","finding"
"41587",923331000000101,"Pin prick sensation of right dermatome of second lumbar nerve reduced (finding)","finding"
"41588",923341000000105,"Pin prick sensation of right dermatome of second lumbar nerve normal (finding)","finding"
"41589",923351000000108,"Pin prick sensation of left dermatome of second lumbar nerve normal (finding)","finding"
"41590",923381000000102,"Pin prick sensation of right dermatome of second cervical nerve exaggerated (finding)","finding"
"41591",923391000000100,"Pin prick sensation of left dermatome of second cervical nerve exaggerated (finding)","finding"
"41592",923401000000102,"Pin prick sensation of right dermatome of second cervical nerve absent (finding)","finding"
"41593",923411000000100,"Pin prick sensation of left dermatome of second cervical nerve absent (finding)","finding"
"41594",923421000000106,"Pin prick sensation of left dermatome of second cervical nerve reduced (finding)","finding"
"41595",923431000000108,"Pin prick sensation of right dermatome of second cervical nerve reduced (finding)","finding"
"41596",923441000000104,"Pin prick sensation of left dermatome of second cervical nerve normal (finding)","finding"
"41597",923451000000101,"Pin prick sensation of right dermatome of second cervical nerve normal (finding)","finding"
"41598",923481000000107,"Pin prick sensation of left dermatome of third lumbar nerve exaggerated (finding)","finding"
"41599",923491000000109,"Pin prick sensation of right dermatome of third lumbar nerve exaggerated (finding)","finding"
"41600",923501000000103,"Referral cancelled by patient (finding)","finding"
"41601",923521000000107,"Pin prick sensation of right dermatome of third lumbar nerve reduced (finding)","finding"
"41602",923531000000109,"Pin prick sensation of left dermatome of third lumbar nerve reduced (finding)","finding"
"41603",923541000000100,"Pin prick sensation of right dermatome of third lumbar nerve absent (finding)","finding"
"41604",923551000000102,"Pin prick sensation of left dermatome of third lumbar nerve absent (finding)","finding"
"41605",923561000000104,"Pin prick sensation of right dermatome of third lumbar nerve normal (finding)","finding"
"41606",923571000000106,"Pin prick sensation of left dermatome of third lumbar nerve normal (finding)","finding"
"41607",923581000000108,"Aware of passing urine (finding)","finding"
"41608",923601000000104,"Able to distinguish stool and flatus (finding)","finding"
"41609",923621000000108,"Touch sensation of right dermatome of fourth lumbar nerve absent (finding)","finding"
"41610",923631000000105,"Touch sensation of left dermatome of fourth lumbar nerve absent (finding)","finding"
"41611",923641000000101,"Touch sensation of right dermatome of fourth lumbar nerve normal (finding)","finding"
"41612",923651000000103,"Touch sensation of left dermatome of fourth lumbar nerve normal (finding)","finding"
"41613",923661000000100,"Touch sensation of right dermatome of fourth lumbar nerve exaggerated (finding)","finding"
"41614",923671000000107,"Touch sensation of left dermatome of fourth lumbar nerve exaggerated (finding)","finding"
"41615",923681000000109,"Touch sensation of right dermatome of fourth lumbar nerve reduced (finding)","finding"
"41616",923691000000106,"Touch sensation of left dermatome of fourth lumbar nerve reduced (finding)","finding"
"41617",923701000000106,"Born in Curaçao (finding)","finding"
"41618",923721000000102,"Pin prick sensation of right dermatome of fourth lumbar nerve absent (finding)","finding"
"41619",923731000000100,"Pin prick sensation of left dermatome of fourth lumbar nerve absent (finding)","finding"
"41620",923741000000109,"Pin prick sensation of right dermatome of fourth lumbar nerve normal (finding)","finding"
"41621",923751000000107,"Pin prick sensation of left dermatome of fourth lumbar nerve normal (finding)","finding"
"41622",923761000000105,"Pin prick sensation of right dermatome of fourth lumbar nerve reduced (finding)","finding"
"41623",923771000000103,"Pin prick sensation of left dermatome of fourth lumbar nerve reduced (finding)","finding"
"41624",923781000000101,"Pin prick sensation of right dermatome of fourth lumbar nerve exaggerated (finding)","finding"
"41625",923791000000104,"Pin prick sensation of left dermatome of fourth lumbar nerve exaggerated (finding)","finding"
"41626",923801000000100,"Family concern about patient (finding)","finding"
"41627",923821000000109,"Friend concern about patient (finding)","finding"
"41628",923841000000102,"Has named person (Getting It Right For Every Child) (finding)","finding"
"41629",923861000000101,"Has lead professional (Getting It Right For Every Child) (finding)","finding"
"41630",923941000000106,"Pin prick sensation of left dermatome of fifth lumbar nerve exaggerated (finding)","finding"
"41631",923951000000109,"Pin prick sensation of right dermatome of fifth lumbar nerve exaggerated (finding)","finding"
"41632",923961000000107,"Pin prick sensation of left dermatome of fifth lumbar nerve reduced (finding)","finding"
"41633",923971000000100,"Pin prick sensation of right dermatome of fifth lumbar nerve reduced (finding)","finding"
"41634",923981000000103,"Pin prick sensation of left dermatome of fifth lumbar nerve normal (finding)","finding"
"41635",923991000000101,"Pin prick sensation of right dermatome of fifth lumbar nerve normal (finding)","finding"
"41636",924001000000106,"Pin prick sensation of left dermatome of fifth lumbar nerve absent (finding)","finding"
"41637",924011000000108,"Pin prick sensation of right dermatome of fifth lumbar nerve absent (finding)","finding"
"41638",924021000000102,"Touch sensation of left dermatome of fifth lumbar nerve absent exaggerated (finding)","finding"
"41639",924031000000100,"Touch sensation of right dermatome of fifth lumbar nerve absent exaggerated (finding)","finding"
"41640",924041000000109,"Touch sensation of right dermatome of fifth lumbar nerve reduced (finding)","finding"
"41641",924051000000107,"Touch sensation of left dermatome of fifth lumbar nerve reduced (finding)","finding"
"41642",924061000000105,"Touch sensation of left dermatome of fifth lumbar nerve absent (finding)","finding"
"41643",924071000000103,"Touch sensation of right dermatome of fifth lumbar nerve absent (finding)","finding"
"41644",924081000000101,"Touch sensation of left dermatome of fifth lumbar nerve normal (finding)","finding"
"41645",924091000000104,"Touch sensation of right dermatome of fifth lumbar nerve normal (finding)","finding"
"41646",924101000000107,"Touch sensation of left dermatome of third cervical nerve exaggerated (finding)","finding"
"41647",924111000000109,"Touch sensation of right dermatome of third cervical nerve exaggerated (finding)","finding"
"41648",924121000000103,"Touch sensation of left dermatome of third cervical nerve reduced (finding)","finding"
"41649",924131000000101,"Touch sensation of right dermatome of third cervical nerve reduced (finding)","finding"
"41650",924141000000105,"Touch sensation of left dermatome of third cervical nerve absent (finding)","finding"
"41651",924151000000108,"Touch sensation of right dermatome of third cervical nerve absent (finding)","finding"
"41652",924161000000106,"Touch sensation of left dermatome of third cervical nerve normal (finding)","finding"
"41653",924171000000104,"Touch sensation of right dermatome of third cervical nerve normal (finding)","finding"
"41654",924181000000102,"Pin prick sensation of right dermatome of third cervical nerve exaggerated (finding)","finding"
"41655",924191000000100,"Pin prick sensation of left dermatome of third cervical nerve exaggerated (finding)","finding"
"41656",924201000000103,"Pin prick sensation of left dermatome of third cervical nerve reduced (finding)","finding"
"41657",924211000000101,"Pin prick sensation of right dermatome of third cervical nerve reduced (finding)","finding"
"41658",924221000000107,"Pin prick sensation of left dermatome of third cervical nerve normal (finding)","finding"
"41659",924231000000109,"Pin prick sensation of right dermatome of third cervical nerve normal (finding)","finding"
"41660",924241000000100,"Pin prick sensation of left dermatome of third cervical nerve absent (finding)","finding"
"41661",924251000000102,"Pin prick sensation of right dermatome of third cervical nerve absent (finding)","finding"
"41662",924331000000103,"Did not attend general practitioner appointment (finding)","finding"
"41663",924361000000108,"Registered with violent patient scheme (finding)","finding"
"41664",925261000000103,"Removed from violent patient scheme (finding)","finding"
"41665",925281000000107,"Able to use toilet with assistance (finding)","finding"
"41666",925331000000102,"Seen in spinal clinic (finding)","finding"
"41667",925481000000108,"Benefits agency reports unfit for work but fit note no longer needed (finding)","finding"
"41668",925561000000100,"Gestation less than 28 weeks (finding)","finding"
"41669",925701000000107,"Functional urinary and faecal incontinence (finding)","finding"
"41670",925711000000109,"Pin prick sensation of right dermatome of fourth cervical nerve exaggerated (finding)","finding"
"41671",925721000000103,"Pin prick sensation of left dermatome of fourth cervical nerve exaggerated (finding)","finding"
"41672",925731000000101,"Pin prick sensation of right dermatome of fourth cervical nerve reduced (finding)","finding"
"41673",925741000000105,"Pin prick sensation of left dermatome of fourth cervical nerve reduced (finding)","finding"
"41674",925751000000108,"Pin prick sensation of right dermatome of fourth cervical nerve normal (finding)","finding"
"41675",925761000000106,"Pin prick sensation of left dermatome of fourth cervical nerve normal (finding)","finding"
"41676",925771000000104,"Pin prick sensation of right dermatome of fourth cervical nerve absent (finding)","finding"
"41677",925781000000102,"Pin prick sensation of left dermatome of fourth cervical nerve absent (finding)","finding"
"41678",925791000000100,"Mild frailty (finding)","finding"
"41679",925811000000104,"Touch sensation of right dermatome of fourth cervical nerve exaggerated (finding)","finding"
"41680",925821000000105,"At risk of dying before adulthood (finding)","finding"
"41681",925831000000107,"Moderate frailty (finding)","finding"
"41682",925851000000100,"Touch sensation of left dermatome of fourth cervical nerve exaggerated (finding)","finding"
"41683",925861000000102,"Severe frailty (finding)","finding"
"41684",925881000000106,"Touch sensation of right dermatome of fourth cervical nerve reduced (finding)","finding"
"41685",925891000000108,"Touch sensation of right dermatome of fourth cervical nerve absent (finding)","finding"
"41686",925901000000109,"Touch sensation of left dermatome of fourth cervical nerve absent (finding)","finding"
"41687",925911000000106,"Touch sensation of right dermatome of fourth cervical nerve normal (finding)","finding"
"41688",925921000000100,"Touch sensation of left dermatome of fourth cervical nerve normal (finding)","finding"
"41689",926031000000109,"Pin prick sensation of right dermatome of fifth cervical nerve exaggerated (finding)","finding"
"41690",926041000000100,"Pin prick sensation of left dermatome of fifth cervical nerve exaggerated (finding)","finding"
"41691",926051000000102,"Pin prick sensation of right dermatome of fifth cervical nerve reduced (finding)","finding"
"41692",926061000000104,"Pin prick sensation of left dermatome of fifth cervical nerve reduced (finding)","finding"
"41693",926071000000106,"Pin prick sensation of right dermatome of fifth cervical nerve normal (finding)","finding"
"41694",926101000000102,"Pin prick sensation of left dermatome of fifth cervical nerve normal (finding)","finding"
"41695",926131000000108,"Pin prick sensation of right dermatome of fifth cervical nerve absent (finding)","finding"
"41696",926161000000103,"Pin prick sensation of left dermatome of fifth cervical nerve absent (finding)","finding"
"41697",926171000000105,"Pin prick sensation of right dermatome of sixth cervical nerve exaggerated (finding)","finding"
"41698",926181000000107,"Wheezing in absence of colds (finding)","finding"
"41699",926201000000106,"Pin prick sensation of left dermatome of sixth cervical nerve exaggerated (finding)","finding"
"41700",926211000000108,"Pin prick sensation of right dermatome of sixth cervical nerve reduced (finding)","finding"
"41701",926221000000102,"Pin prick sensation of left dermatome of sixth cervical nerve reduced (finding)","finding"
"41702",926231000000100,"Pin prick sensation of right dermatome of sixth cervical nerve normal (finding)","finding"
"41703",926241000000109,"Pin prick sensation of left dermatome of sixth cervical nerve normal (finding)","finding"
"41704",926251000000107,"Pin prick sensation of right dermatome of sixth cervical nerve absent (finding)","finding"
"41705",926281000000101,"Pin prick sensation of left dermatome of sixth cervical nerve absent (finding)","finding"
"41706",926291000000104,"Impaired participation in everyday activities (finding)","finding"
"41707",926301000000100,"Pin prick sensation of right dermatome of seventh cervical nerve exaggerated (finding)","finding"
"41708",926311000000103,"Pin prick sensation of left dermatome of seventh cervical nerve exaggerated (finding)","finding"
"41709",926321000000109,"Pin prick sensation of right dermatome of seventh cervical nerve reduced (finding)","finding"
"41710",926331000000106,"Pin prick sensation of left dermatome of seventh cervical nerve reduced (finding)","finding"
"41711",926341000000102,"Pin prick sensation of right dermatome of seventh cervical nerve normal (finding)","finding"
"41712",926351000000104,"Pin prick sensation of left dermatome of seventh cervical nerve normal (finding)","finding"
"41713",926361000000101,"Pin prick sensation of right dermatome of seventh cervical nerve absent (finding)","finding"
"41714",926371000000108,"Pin prick sensation of left dermatome of seventh cervical nerve absent (finding)","finding"
"41715",926381000000105,"Pin prick sensation of right dermatome of eighth cervical nerve exaggerated (finding)","finding"
"41716",926391000000107,"Pin prick sensation of left dermatome of eighth cervical nerve exaggerated (finding)","finding"
"41717",926401000000105,"Pin prick sensation of right dermatome of eighth cervical nerve reduced (finding)","finding"
"41718",926411000000107,"Pin prick sensation of left dermatome of eighth cervical nerve reduced (finding)","finding"
"41719",926421000000101,"Pin prick sensation of right dermatome of eighth cervical nerve normal (finding)","finding"
"41720",926431000000104,"Pin prick sensation of left dermatome of eighth cervical nerve normal (finding)","finding"
"41721",926441000000108,"Pin prick sensation of right dermatome of eighth cervical nerve absent (finding)","finding"
"41722",926451000000106,"Pin prick sensation of left dermatome of eighth cervical nerve absent (finding)","finding"
"41723",926461000000109,"Touch sensation of right dermatome of fifth cervical nerve exaggerated (finding)","finding"
"41724",926471000000102,"Touch sensation of left dermatome of fifth cervical nerve exaggerated (finding)","finding"
"41725",926481000000100,"Touch sensation of right dermatome of fifth cervical nerve reduced (finding)","finding"
"41726",926491000000103,"Touch sensation of left dermatome of fifth cervical nerve reduced (finding)","finding"
"41727",926501000000109,"Touch sensation of right dermatome of fifth cervical nerve absent (finding)","finding"
"41728",926511000000106,"Touch sensation of left dermatome of fifth cervical nerve absent (finding)","finding"
"41729",926521000000100,"Touch sensation of right dermatome of fifth cervical nerve normal (finding)","finding"
"41730",926531000000103,"Touch sensation of left dermatome of fifth cervical nerve normal (finding)","finding"
"41731",926541000000107,"Touch sensation of right dermatome of sixth cervical nerve exaggerated (finding)","finding"
"41732",926551000000105,"Touch sensation of left dermatome of sixth cervical nerve exaggerated (finding)","finding"
"41733",926561000000108,"Touch sensation of right dermatome of sixth cervical nerve reduced (finding)","finding"
"41734",926571000000101,"Touch sensation of left dermatome of sixth cervical nerve reduced (finding)","finding"
"41735",926581000000104,"Touch sensation of right dermatome of sixth cervical nerve absent (finding)","finding"
"41736",926591000000102,"Touch sensation of left dermatome of sixth cervical nerve absent (finding)","finding"
"41737",926601000000108,"Touch sensation of right dermatome of sixth cervical nerve normal (finding)","finding"
"41738",926611000000105,"Touch sensation of left dermatome of sixth cervical nerve normal (finding)","finding"
"41739",926621000000104,"Touch sensation of right dermatome of seventh cervical nerve exaggerated (finding)","finding"
"41740",926631000000102,"Touch sensation of left dermatome of seventh cervical nerve exaggerated (finding)","finding"
"41741",926641000000106,"Touch sensation of right dermatome of seventh cervical nerve reduced (finding)","finding"
"41742",926651000000109,"Touch sensation of left dermatome of seventh cervical nerve reduced (finding)","finding"
"41743",926661000000107,"Touch sensation of right dermatome of seventh cervical nerve absent (finding)","finding"
"41744",926671000000100,"Touch sensation of left dermatome of seventh cervical nerve absent (finding)","finding"
"41745",926681000000103,"Touch sensation of right dermatome of seventh cervical nerve normal (finding)","finding"
"41746",926691000000101,"Touch sensation of left dermatome of seventh cervical nerve normal (finding)","finding"
"41747",926701000000101,"Touch sensation of right dermatome of eighth cervical nerve exaggerated (finding)","finding"
"41748",926711000000104,"Touch sensation of left dermatome of eighth cervical nerve exaggerated (finding)","finding"
"41749",926721000000105,"Touch sensation of right dermatome of eighth cervical nerve reduced (finding)","finding"
"41750",926731000000107,"Touch sensation of left dermatome of eighth cervical nerve reduced (finding)","finding"
"41751",926741000000103,"Touch sensation of right dermatome of eighth cervical nerve absent (finding)","finding"
"41752",926751000000100,"Touch sensation of left dermatome of eighth cervical nerve absent (finding)","finding"
"41753",926761000000102,"Touch sensation of right dermatome of eighth cervical nerve normal (finding)","finding"
"41754",926771000000109,"Touch sensation of left dermatome of eighth cervical nerve normal (finding)","finding"
"41755",926871000000104,"Finding of touch sensation of dermatome of cervical nerve (finding)","finding"
"41756",926881000000102,"Finding of touch sensation of dermatome of lumbar nerve (finding)","finding"
"41757",926891000000100,"Finding of touch sensation of dermatome of sacral nerve (finding)","finding"
"41758",926901000000104,"Finding of touch sensation of dermatome of thoracic nerve (finding)","finding"
"41759",926911000000102,"Finding of pin prick sensation of dermatome of cervical nerve (finding)","finding"
"41760",926921000000108,"Finding of pin prick sensation of dermatome of lumbar nerve (finding)","finding"
"41761",926931000000105,"Finding of pin prick sensation of dermatome of sacral nerve (finding)","finding"
"41762",926941000000101,"Finding of pin prick sensation of dermatome of thoracic nerve (finding)","finding"
"41763",927031000000106,"Inappropriate use of walk-in centre (finding)","finding"
"41764",927041000000102,"Inappropriate use of accident and emergency service (finding)","finding"
"41765",927051000000104,"Touch sensation of left dermatome of fourth cervical nerve reduced (finding)","finding"
"41766",927131000000105,"Patient has no paper record (finding)","finding"
"41767",927441000000105,"Consent given to contact patient regarding test result (finding)","finding"
"41768",927501000000106,"Early Help Assessment Form completed (finding)","finding"
"41769",927741000000100,"Cow's milk protein allergy symptoms resolved (finding)","finding"
"41770",927881000000104,"Erratic eating pattern (finding)","finding"
"41771",927901000000101,"Inappropriate triage decision (finding)","finding"
"41772",927921000000105,"Appropriate triage decision (finding)","finding"
"41773",928371000000109,"Carrier of very long chain acyl-coenzyme A dehydrogenase deficiency gene mutation (finding)","finding"
"41774",928531000000104,"Ministry of Defence Personal Medical Record F MED 4 closed and archived (finding)","finding"
"41775",928551000000106,"Scarf sign (finding)","finding"
"41776",928611000000106,"Symptom restricts activity (finding)","finding"
"41777",928671000000101,"Declined consent for use of patient data in risk stratification for unplanned admissions (finding)","finding"
"41778",928691000000102,"At risk of asthma (finding)","finding"
"41779",928731000000108,"No change in medical history (finding)","finding"
"41780",928831000000102,"Integrated care coordinator identified (finding)","finding"
"41781",928891000000101,"Patellar apprehension test negative (finding)","finding"
"41782",928971000000108,"Referral letter sent (finding)","finding"
"41783",928991000000107,"Referral letter sent by email (finding)","finding"
"41784",929011000000109,"Referral letter sent by facsimile (finding)","finding"
"41785",929151000000109,"Patient died in Part III accommodation (finding)","finding"
"41786",929161000000107,"Patient died in Part IV accommodation (finding)","finding"
"41787",929171000000100,"Seen in Part 3 accommodation (finding)","finding"
"41788",930211000000108,"Referred by National Health Service Direct (finding)","finding"
"41789",930861000000106,"Consent given to discuss preferred priorities for care with carer (finding)","finding"
"41790",930881000000102,"Consent given to discuss preferred priorities for care with family member (finding)","finding"
"41791",930901000000104,"Unreliable laboratory result (finding)","finding"
"41792",931031000000104,"Progressive intellectual and neurological deterioration (finding)","finding"
"41793",931251000000101,"Under care of Youth Justice Service (finding)","finding"
"41794",931401000000103,"Preferred place of death: hospice community lodge (finding)","finding"
"41795",931421000000107,"Patient died in hospice community lodge (finding)","finding"
"41796",931591000000106,"Seen by consultant bariatric physician (finding)","finding"
"41797",931711000000109,"Father present at encounter (finding)","finding"
"41798",931731000000101,"Mother present at encounter (finding)","finding"
"41799",931761000000106,"Discussion about do not attempt cardiopulmonary resuscitation not appropriate at this time (finding)","finding"
"41800",931881000000106,"In transition from children's to adult care service (finding)","finding"
"41801",932221000000103,"At risk of influenza related complication (finding)","finding"
"41802",932851000000109,"Seen in preoperative assessment clinic (finding)","finding"
"41803",933061000000105,"Discharge from Prevention Matters service (finding)","finding"
"41804",933081000000101,"Under care of Prevention Matters service (finding)","finding"
"41805",933251000000102,"No longer dependant of member of British Armed Forces (finding)","finding"
"41806",933581000000105,"No longer carer of patient with dementia (finding)","finding"
"41807",933621000000105,"Referral to mental health services deferred until substance misuse resolved (finding)","finding"
"41808",933641000000103,"Referral to mental health services deferred until alcohol misuse resolved (finding)","finding"
"41809",933811000000100,"Faecal calprotectin test indeterminate (finding)","finding"
"41810",933831000000108,"Faecal calprotectin test invalid (finding)","finding"
"41811",933851000000101,"Faecal calprotectin test positive (finding)","finding"
"41812",933871000000105,"Faecal calprotectin test negative (finding)","finding"
"41813",934111000000106,"Everyday Cognition questionnaire completed (finding)","finding"
"41814",934311000000108,"Unsuitable for over 75 years of age health check (finding)","finding"
"41815",934471000000109,"Multiple long term conditions (finding)","finding"
"41816",934571000000105,"Pain assessment tool completed (finding)","finding"
"41817",934731000000104,"Seen by brain injury link worker (finding)","finding"
"41818",935641000000104,"Endocrine function test abnormal (finding)","finding"
"41819",936061000000101,"Medical record sent by Health Authority (finding)","finding"
"41820",936221000000104,"Eligible for integrated care pathway (finding)","finding"
"41821",936341000000104,"Under care of prison primary mental health care team (finding)","finding"
"41822",936351000000101,"Discharged from guardianship under Section 23 of the Mental Health Act 1983 (England and Wales) (finding)","finding"
"41823",936391000000109,"Equivocal tuberculin test reaction (finding)","finding"
"41824",936481000000102,"Registered for access to Patient Facing Service (finding)","finding"
"41825",936561000000105,"Uses Tadoma method for communication (finding)","finding"
"41826",936581000000101,"Requires information by email (finding)","finding"
"41827",936601000000105,"Requires information in electronic audio format (finding)","finding"
"41828",936621000000101,"Requires information in Moon alphabet (finding)","finding"
"41829",936641000000108,"Requires information in Makaton (finding)","finding"
"41830",936661000000109,"Requires information in contracted (Grade 2) Braille (finding)","finding"
"41831",936681000000100,"Requires information in uncontracted (Grade 1) Braille (finding)","finding"
"41832",936701000000103,"Requires contact by short message service text message (finding)","finding"
"41833",936721000000107,"Requires contact by letter (finding)","finding"
"41834",936741000000100,"Requires contact by email (finding)","finding"
"41835",936761000000104,"Sign Supported English interpreter needed (finding)","finding"
"41836",936781000000108,"Access to Patient Facing Service denied (finding)","finding"
"41837",938711000000102,"Has personal health budget (finding)","finding"
"41838",938851000000106,"Discharged from maternity unit (finding)","finding"
"41839",938911000000100,"At risk of acute kidney injury (finding)","finding"
"41840",939031000000103,"Seen by occupational health advisor (finding)","finding"
"41841",939151000000106,"Questionable if patient mobile telephone number correct (finding)","finding"
"41842",939211000000104,"Chronic kidney disease resolved (finding)","finding"
"41843",939491000000109,"Boxing medical examination - no abnormality detected (finding)","finding"
"41844",939511000000101,"Registered for online access to local practice (finding)","finding"
"41845",939631000000105,"Cadaverised hairs (finding)","finding"
"41846",939671000000107,"Able to manage own energy levels (finding)","finding"
"41847",939821000000109,"Able to manage risks at home (finding)","finding"
"41848",939831000000106,"Able to identify dangers (finding)","finding"
"41849",939941000000106,"Preferred method of communication (finding)","finding"
"41850",940171000000106,"Able to communicate in event of emergency (finding)","finding"
"41851",940421000000102,"Able to use through floor lift (finding)","finding"
"41852",940431000000100,"Able to clean items at floor level (finding)","finding"
"41853",941201000000103,"Chronic obstructive pulmonary disease resolved (finding)","finding"
"41854",941501000000100,"Able to fill in forms (finding)","finding"
"41855",941511000000103,"Able to write for examinations (finding)","finding"
"41856",941521000000109,"Able to write for lessons (finding)","finding"
"41857",941621000000105,"Genital piercing (finding)","finding"
"41858",941771000000100,"Able to get into bed without assistance (finding)","finding"
"41859",941901000000105,"Facial grimacing associated with speaking (finding)","finding"
"41860",942091000000107,"Able to do paid work (finding)","finding"
"41861",942141000000101,"Able to use vocal tunes (finding)","finding"
"41862",942181000000109,"Able to assist in self-care routines (finding)","finding"
"41863",942191000000106,"Able to anticipate self-care routines (finding)","finding"
"41864",942201000000108,"Able to tolerate self-care routines (finding)","finding"
"41865",943001000000107,"Safeguarding adults protection plan agreed (finding)","finding"
"41866",943231000000105,"Chest drain bubbling (finding)","finding"
"41867",943311000000107,"Able to manage incontinence products (finding)","finding"
"41868",943621000000106,"Able to sit on potty (finding)","finding"
"41869",943731000000103,"Disabled Facilities Grant awarded (finding)","finding"
"41870",943751000000105,"Disabled Facilities Grant top up awarded (finding)","finding"
"41871",943771000000101,"Prolongation of sounds (finding)","finding"
"41872",943821000000107,"Sound block (finding)","finding"
"41873",943841000000100,"Repetition of sounds (finding)","finding"
"41874",944141000000108,"Diabetic peripheral neuropathic pain (finding)","finding"
"41875",944251000000100,"Able to respond to own symptoms (finding)","finding"
